parameter_type	source_taxon	target_taxon	value	significance	MCMC_std
interaction	1136492	367517	-6.81795348342055e-06	0.0391868121689639	NA
interaction	1136492	182497	-5.63554692615115e-06	0.0323908221728835	NA
interaction	1136492	577562	2.53268494666177e-05	0.145568387243095	NA
interaction	1136492	180045	-2.53944237127056e-06	0.0145956776412271	NA
interaction	1136492	4348111	1.02661635487883e-05	0.0590057153749307	NA
interaction	1136492	3257594	2.19298420541693e-05	0.126043775974933	NA
interaction	1136492	4257777	2.92886117529123e-05	0.168338978880107	NA
interaction	1136492	340642	4.57643564850731e-06	0.0263034830902709	NA
interaction	1136492	271563	-8.54932793007502e-06	0.04913804539462	NA
interaction	1136492	368105	7.37303361718849e-05	0.423771860830104	NA
interaction	1136492	536212	0	0	NA
interaction	1136492	581021	7.36815026267092e-05	0.423491185556065	NA
interaction	1136492	938834	1.07453507160982e-05	0.0617598875124813	NA
interaction	1136492	1021808	-4.66454960572662e-06	0.0268099261306075	NA
interaction	1136492	643390	-4.76309350359424e-06	0.0273763162102006	NA
interaction	1136492	3700151	-4.774164683779e-06	0.0274399488324301	NA
interaction	1136492	1110862	4.19356860836164e-05	0.24102919706499	NA
interaction	367517	367104	0.000501777484001143	2.88401205200114	NA
interaction	367517	4479888	-4.1911655385159e-05	0.240891078424399	NA
interaction	367517	105725	-0.000108545546748153	0.623875472682656	NA
interaction	367517	4444095	7.45804988169533e-05	0.428658248507341	NA
interaction	367517	1136492	0.000370871213592437	2.13161627184221	NA
interaction	367517	367517	-0.000206173063908719	1.1849985702216	NA
interaction	367517	182497	-0.000197353082370937	1.13430491842488	NA
interaction	367517	577562	-0.000129236069570784	0.742796147852958	NA
interaction	367517	180045	0.000112999287167409	0.649473753703948	NA
interaction	367517	4348111	-0.000112378258350198	0.64590433369093	NA
interaction	367517	3257594	0.000424257644224855	2.43845967208706	NA
interaction	367517	4257777	-0.000183843276023232	1.05665606894622	NA
interaction	367517	340642	0.000361772284230065	2.0793193418721	NA
interaction	367517	271563	0.000174205428651338	1.00126165835161	NA
interaction	367517	368105	9.09550938874304e-05	0.52277273358413	NA
interaction	367517	536212	-7.25883217871948e-05	0.417208028545837	NA
interaction	367517	581021	0	0	NA
interaction	367517	938834	0.00018989642034511	1.09144707040288	NA
interaction	367517	1021808	-0.000169863694706542	0.976307144802047	NA
interaction	367517	643390	-0.000199906701234521	1.14898207675424	NA
interaction	367517	3700151	-0.000200236533579926	1.15087781837203	NA
interaction	367517	1110862	0.000694683515232592	3.99275713665293	NA
interaction	182497	367104	7.80333349979735e-07	0.00448503740736772	NA
interaction	182497	4479888	-6.37362348163042e-06	0.0366329847831469	NA
interaction	182497	105725	1.61242455135679e-05	0.0926755780664905	NA
interaction	182497	4444095	1.21472813873387e-05	0.0698176124619694	NA
interaction	182497	1136492	4.90584002421805e-06	0.0281967649130351	NA
interaction	182497	367517	-8.75669667199192e-07	0.00503299162337174	NA
interaction	182497	182497	0	0	NA
interaction	182497	577562	6.1992301583228e-06	0.0356306431830472	NA
interaction	182497	180045	-1.09171459140429e-06	0.00627472961490698	NA
interaction	182497	4348111	2.1639642877033e-06	0.0124375829622163	NA
interaction	182497	3257594	3.94275080390221e-06	0.022661321400514	NA
interaction	182497	4257777	6.59233476604019e-06	0.0378900479241965	NA
interaction	182497	340642	-2.637057941922e-05	0.151567320751105	NA
interaction	182497	271563	-0.000117076718737327	0.672909165143869	NA
interaction	182497	368105	5.29912634041318e-06	0.0304572140403046	NA
interaction	182497	536212	-0.000389926881930606	2.24114047111076	NA
interaction	182497	581021	-1.39823888944077e-05	0.0803650609542832	NA
interaction	182497	938834	-1.39340665397958e-06	0.00800873237948347	NA
interaction	182497	1021808	1.06183075639275e-06	0.00610296953582557	NA
interaction	182497	643390	-7.99125944659509e-07	0.00459304956668716	NA
interaction	182497	3700151	-8.09124515476555e-07	0.00465051726832497	NA
interaction	182497	1110862	-0.000107518379230067	0.617971733284142	NA
interaction	577562	367104	8.72011496500699e-05	0.501196595219454	NA
interaction	577562	4479888	4.40452922489032e-05	0.253154351739426	NA
interaction	577562	105725	1.20773705923302e-05	0.0694157937638454	NA
interaction	577562	4444095	-5.09267181251097e-06	0.0292705977299984	NA
interaction	577562	1136492	0.000100477955548022	0.577506253270364	NA
interaction	577562	367517	6.53327667882695e-06	0.0375506061582309	NA
interaction	577562	182497	-8.0935566398528e-06	0.0465184581555202	NA
interaction	577562	577562	-4.18616418103132e-05	0.240603620821741	NA
interaction	577562	180045	-1.60591655106711e-05	0.0923015247885275	NA
interaction	577562	4348111	7.36224292621285e-06	0.0423151655982031	NA
interaction	577562	3257594	9.78644752285353e-05	0.562485035739906	NA
interaction	577562	4257777	0	0	NA
interaction	577562	340642	-8.69164871655554e-05	0.499560471514688	NA
interaction	577562	271563	-4.89236181183595e-06	0.0281192976527677	NA
interaction	577562	368105	-2.0543667017299e-05	0.1180766079772	NA
interaction	577562	536212	7.2956343990229e-05	0.419323269868527	NA
interaction	577562	581021	-1.45777579672761e-06	0.00837869992362673	NA
interaction	577562	938834	-0.000175289622402405	1.00749316124777	NA
interaction	577562	1021808	4.6186135446148e-06	0.0265459044116345	NA
interaction	577562	643390	1.9634591688853e-06	0.0112851614255861	NA
interaction	577562	3700151	2.04053522459e-06	0.0117281631158982	NA
interaction	577562	1110862	-4.14707020210171e-06	0.0238356658572765	NA
interaction	180045	367104	0.000125903299395538	0.723640745989734	NA
interaction	180045	4479888	7.18661361504486e-06	0.0413057200446596	NA
interaction	180045	105725	8.47761638223347e-06	0.048725876704639	NA
interaction	180045	4444095	-2.06756010000278e-05	0.118834910628057	NA
interaction	180045	1136492	0.000169845467087088	0.976202379889589	NA
interaction	180045	367517	7.4868530288626e-06	0.0430313735774398	NA
interaction	180045	182497	-2.30778937112029e-06	0.0132642308035007	NA
interaction	180045	577562	0	0	NA
interaction	180045	180045	-5.90629406702395e-06	0.0339469661654271	NA
interaction	180045	4348111	-3.34065474010589e-06	0.0192007191219807	NA
interaction	180045	3257594	9.14478571520791e-05	0.525604935584703	NA
interaction	180045	4257777	8.74185815435121e-06	0.0502446304943726	NA
interaction	180045	340642	-1.06362499498764e-06	0.00611328208650155	NA
interaction	180045	271563	-2.5802343468736e-05	0.148301332575413	NA
interaction	180045	368105	2.95550126395928e-06	0.0169870142378564	NA
interaction	180045	536212	1.98227950843816e-05	0.113933330511051	NA
interaction	180045	581021	-2.18969846769136e-05	0.125854925189428	NA
interaction	180045	938834	-3.58165894972045e-06	0.0205859128926718	NA
interaction	180045	1021808	-3.04091779863532e-07	0.00174779535950423	NA
interaction	180045	643390	1.89010600540365e-06	0.0108635573993421	NA
interaction	180045	3700151	2.50123000609915e-06	0.0143760485721604	NA
interaction	180045	1110862	-3.83608680512449e-06	0.0220482602971408	NA
interaction	4348111	367104	-1.37591839028419e-05	0.0790821698197321	NA
interaction	4348111	4479888	-2.12783519408472e-06	0.0122299276872267	NA
interaction	4348111	105725	1.33357969742274e-05	0.0766487146653727	NA
interaction	4348111	4444095	3.13606200231007e-05	0.180248036208506	NA
interaction	4348111	1136492	-5.859740895459e-05	0.336793975475975	NA
interaction	4348111	367517	-9.31120332052777e-06	0.0535169939888614	NA
interaction	4348111	182497	-4.82902176880916e-06	0.0277552449535376	NA
interaction	4348111	577562	8.06086575622187e-05	0.463305643073738	NA
interaction	4348111	180045	0.000224088150104241	1.28796716914823	NA
interaction	4348111	4348111	2.70192322413845e-05	0.155295512262948	NA
interaction	4348111	3257594	-9.95945529097755e-06	0.057242881568756	NA
interaction	4348111	4257777	-4.98864842315269e-06	0.0286727137711426	NA
interaction	4348111	340642	3.07785600967932e-05	0.176902593465495	NA
interaction	4348111	271563	0	0	NA
interaction	4348111	368105	7.58792047711105e-06	0.0436122679940033	NA
interaction	4348111	536212	-1.41710227676917e-05	0.0814492514198032	NA
interaction	4348111	581021	2.80192016818073e-05	0.161042928218754	NA
interaction	4348111	938834	7.81935499060492e-05	0.449424590596587	NA
interaction	4348111	1021808	-2.8413760981587e-06	0.0163310693935781	NA
interaction	4348111	643390	-8.69950594703675e-06	0.0500012073033801	NA
interaction	4348111	3700151	-9.22724361089469e-06	0.0530344278670547	NA
interaction	4348111	1110862	8.8460352067598e-05	0.508433976456855	NA
interaction	3257594	367104	0.000169917270332957	0.976615075622384	NA
interaction	3257594	4479888	-0.000157417947775808	0.904774074290036	NA
interaction	3257594	105725	3.38580597984007e-05	0.194602300081963	NA
interaction	3257594	4444095	-6.1467091449048e-05	0.353287738475143	NA
interaction	3257594	1136492	0.000401021960948623	2.30491045407356	NA
interaction	3257594	367517	-7.9542283742558e-05	0.457176561865636	NA
interaction	3257594	182497	-7.3998517848998e-05	0.425313259584692	NA
interaction	3257594	577562	-0.000101832643341821	0.58529244545432	NA
interaction	3257594	180045	-2.95613596831788e-05	0.169906622592962	NA
interaction	3257594	4348111	0.000161492399119149	0.928192356604716	NA
interaction	3257594	3257594	0.000302861606328005	1.74072482442517	NA
interaction	3257594	4257777	-9.68541075915598e-05	0.556677855196942	NA
interaction	3257594	340642	-0.000215258542634359	1.23721819142502	NA
interaction	3257594	271563	0.000347597232379017	1.99784693292664	NA
interaction	3257594	368105	0	0	NA
interaction	3257594	536212	0.00200154392421862	11.5040570454194	NA
interaction	3257594	581021	0.000253772962150814	1.45858334550801	NA
interaction	3257594	938834	0.000163838197705818	0.941675048856216	NA
interaction	3257594	1021808	-6.20958537521174e-05	0.35690160740652	NA
interaction	3257594	643390	-8.11737605424754e-05	0.466553624216069	NA
interaction	3257594	3700151	-7.753337744776e-05	0.445630188920921	NA
interaction	3257594	1110862	0.00146109312879528	8.39776659355256	NA
interaction	4257777	367104	1.10373326722967e-05	0.0634380805512134	NA
interaction	4257777	4479888	0	0	NA
interaction	4257777	105725	-3.19117862142391e-06	0.0183415914378772	NA
interaction	4257777	4444095	2.50014418642848e-05	0.143698077241423	NA
interaction	4257777	1136492	-3.37024298155698e-06	0.0193707802499972	NA
interaction	4257777	367517	-5.71569890069669e-06	0.0328515029884868	NA
interaction	4257777	182497	-4.9983458255548e-06	0.0287284504797286	NA
interaction	4257777	577562	-1.65032708218896e-06	0.00948540607447026	NA
interaction	4257777	180045	2.08470609752711e-05	0.119820392541463	NA
interaction	4257777	4348111	-3.49057101364379e-06	0.0200623766364368	NA
interaction	4257777	3257594	-5.40454402482029e-07	0.00310631118376706	NA
interaction	4257777	4257777	-3.57010468922992e-06	0.0205195037221348	NA
interaction	4257777	340642	2.90325944150118e-05	0.166867495779393	NA
interaction	4257777	271563	5.36889908520887e-05	0.308582392821855	NA
interaction	4257777	368105	1.01136565847073e-05	0.0581291676292715	NA
interaction	4257777	536212	4.09660473339902e-06	0.0235456109532822	NA
interaction	4257777	581021	4.26299652840915e-05	0.245019630365539	NA
interaction	4257777	938834	1.49562583861301e-05	0.0859624650641839	NA
interaction	4257777	1021808	-3.75170122547187e-06	0.0215632464483872	NA
interaction	4257777	643390	-5.4622238326361e-06	0.0313946318165494	NA
interaction	4257777	3700151	-5.53741029357809e-06	0.0318267728878764	NA
interaction	4257777	1110862	2.69724875080036e-05	0.155026842626034	NA
interaction	340642	367104	8.04743026729736e-05	0.462533426040925	NA
interaction	340642	4479888	0.000138092119723822	0.793697107319747	NA
interaction	340642	105725	3.21393241482159e-06	0.0184723709496728	NA
interaction	340642	4444095	8.3494803231476e-06	0.0479894029678088	NA
interaction	340642	1136492	1.52850547353544e-06	0.0087852252199022	NA
interaction	340642	367517	0	0	NA
interaction	340642	182497	-2.06780144200915e-06	0.0118848781980942	NA
interaction	340642	577562	3.09765301147904e-06	0.0178040444277943	NA
interaction	340642	180045	-3.61897672967126e-06	0.0208004002512393	NA
interaction	340642	4348111	-1.04978184376358e-05	0.0603371730681175	NA
interaction	340642	3257594	8.15764643151765e-05	0.468868201037244	NA
interaction	340642	4257777	-3.17239116942395e-06	0.0182336088365811	NA
interaction	340642	340642	-7.46570204793386e-06	0.0429098063771268	NA
interaction	340642	271563	-2.27389048249577e-05	0.130693938360008	NA
interaction	340642	368105	1.19874576010991e-05	0.0688990106107349	NA
interaction	340642	536212	7.90024063724944e-05	0.45407356722855	NA
interaction	340642	581021	-3.36795732824369e-06	0.0193576432482137	NA
interaction	340642	938834	-6.1074161882657e-06	0.0351029339800051	NA
interaction	340642	1021808	-1.0067558558549e-05	0.057864215001358	NA
interaction	340642	643390	-1.73320891342511e-06	0.0099617769914571	NA
interaction	340642	3700151	-1.58412197840777e-06	0.00910488617611525	NA
interaction	340642	1110862	1.67501824531703e-05	0.0962732079625385	NA
interaction	271563	367104	9.79134085769325e-06	0.0562766284642103	NA
interaction	271563	4479888	-8.37745508390208e-06	0.048150190467727	NA
interaction	271563	105725	1.87821672152582e-06	0.0107952226511985	NA
interaction	271563	4444095	-4.45011631282853e-06	0.0255774511376345	NA
interaction	271563	1136492	3.47223724756695e-05	0.199570016365413	NA
interaction	271563	367517	-7.67567685189975e-08	0.000441166557965655	NA
interaction	271563	182497	3.37857123440011e-07	0.00194186476460791	NA
interaction	271563	577562	1.44552253545056e-05	0.0830827318204095	NA
interaction	271563	180045	-2.5376645116557e-06	0.0145854592302391	NA
interaction	271563	4348111	2.80795527334158e-06	0.0161389801416017	NA
interaction	271563	3257594	6.94170572736836e-06	0.0398980895267316	NA
interaction	271563	4257777	5.71296018141785e-06	0.0328357619485656	NA
interaction	271563	340642	0	0	NA
interaction	271563	271563	-5.45445892421297e-05	0.313500022941236	NA
interaction	271563	368105	1.8136522475146e-06	0.0104241324227278	NA
interaction	271563	536212	-7.56915636765505e-06	0.0435044195561168	NA
interaction	271563	581021	-5.73418684163047e-06	0.0329577641224949	NA
interaction	271563	938834	-1.43577132454287e-06	0.00825222720414027	NA
interaction	271563	1021808	-8.12101701410631e-06	0.0466762891719063	NA
interaction	271563	643390	2.78599488732518e-07	0.0016012760811406	NA
interaction	271563	3700151	2.72471732530414e-07	0.00156605624106792	NA
interaction	271563	1110862	-5.14354525294228e-06	0.029562997488873	NA
interaction	368105	367104	1.06560839240552e-05	0.0612468184483957	NA
interaction	368105	4479888	9.7572708172883e-07	0.00560808077861748	NA
interaction	368105	105725	2.01497928915615e-06	0.0115812780360742	NA
interaction	368105	4444095	-1.00810527279152e-06	0.0057941773975853	NA
interaction	368105	1136492	7.53384747115648e-06	0.0433014784392042	NA
interaction	368105	367517	-6.69328125486737e-07	0.00384702471154064	NA
interaction	368105	182497	-6.59498947109828e-07	0.00379053060846883	NA
interaction	368105	577562	-4.77665860368283e-07	0.00274542828655199	NA
interaction	368105	180045	4.4267618724857e-07	0.00254432193525025	NA
interaction	368105	4348111	-6.57589096509639e-07	0.00377955356720235	NA
interaction	368105	3257594	6.67765887294129e-06	0.0383804560442795	NA
interaction	368105	4257777	0	0	NA
interaction	368105	340642	-1.92646085229463e-06	0.0110725102119438	NA
interaction	368105	271563	-2.42381033125742e-06	0.0139310718993827	NA
interaction	368105	368105	3.40470216402787e-06	0.019568837557702	NA
interaction	368105	536212	3.4800078187139e-06	0.0200016637059909	NA
interaction	368105	581021	-2.28027793902738e-06	0.0131061063275058	NA
interaction	368105	938834	1.12778156863584e-06	0.00648202787027232	NA
interaction	368105	1021808	4.86602138290486e-07	0.00279679036247089	NA
interaction	368105	643390	-7.20332305733293e-07	0.00414017590947915	NA
interaction	368105	3700151	-6.57589096509639e-07	0.00377955356720235	NA
interaction	368105	1110862	-5.6033383446946e-07	0.00322057004006632	NA
interaction	536212	367104	-7.99741763691474e-05	0.459658904298226	NA
interaction	536212	4479888	-5.76648376050755e-05	0.331433936221314	NA
interaction	536212	105725	3.67135879111953e-05	0.211014709475983	NA
interaction	536212	4444095	0.000149055626147608	0.856710864745179	NA
interaction	536212	1136492	-3.75645880677176e-05	0.215905910827018	NA
interaction	536212	367517	-1.75687761554817e-05	0.100978150249572	NA
interaction	536212	182497	-1.74449035828601e-05	0.10026618129173	NA
interaction	536212	577562	-3.20514206846578e-05	0.18421847628799	NA
interaction	536212	180045	0.000237473742886921	1.36490208978397	NA
interaction	536212	4348111	-1.62496074091509e-05	0.0933961070444755	NA
interaction	536212	3257594	-5.05598695070192e-05	0.290597481264258	NA
interaction	536212	4257777	-2.34295949371912e-05	0.134663743047128	NA
interaction	536212	340642	0	0	NA
interaction	536212	271563	0.000299919124082994	1.72381263819126	NA
interaction	536212	368105	5.20465872739009e-05	0.299142527812423	NA
interaction	536212	536212	1.99389922456647e-05	0.114601184339159	NA
interaction	536212	581021	0.000129231303661612	0.742768755353436	NA
interaction	536212	938834	9.80474380097328e-05	0.563536631084189	NA
interaction	536212	1021808	0.000111331555053902	0.63988831061768	NA
interaction	536212	643390	-1.72930005501525e-05	0.099393104696959	NA
interaction	536212	3700151	-1.72546719353186e-05	0.0991728074723088	NA
interaction	536212	1110862	1.70460934327211e-05	0.0979739834228857	NA
interaction	581021	367104	-4.5471277104417e-05	0.261350330316383	NA
interaction	581021	4479888	6.49215634012414e-06	0.0373142632449227	NA
interaction	581021	105725	4.95154427559201e-06	0.028459454284306	NA
interaction	581021	4444095	-1.32729483317914e-05	0.0762874863360502	NA
interaction	581021	1136492	-8.33514801311635e-05	0.479070267030678	NA
interaction	581021	367517	4.13403789345766e-07	0.00237607614695883	NA
interaction	581021	182497	0	0	NA
interaction	581021	577562	-1.27292444637939e-05	0.0731624985515829	NA
interaction	581021	180045	2.19910798104523e-07	0.00126395745588535	NA
interaction	581021	4348111	7.59365548476964e-06	0.0436452304758465	NA
interaction	581021	3257594	-2.83688537588061e-05	0.163052585559356	NA
interaction	581021	4257777	-1.26431015661044e-06	0.00726673843564421	NA
interaction	581021	340642	-3.60536985642253e-06	0.0207221935008557	NA
interaction	581021	271563	7.77708327877887e-06	0.0446994985238591	NA
interaction	581021	368105	-2.38455396431696e-06	0.013705442334518	NA
interaction	581021	536212	4.78943265590469e-06	0.0275277029007653	NA
interaction	581021	581021	-1.37447998148032e-05	0.0789994959561503	NA
interaction	581021	938834	-2.56422267579947e-06	0.0147381047113773	NA
interaction	581021	1021808	8.13972953443289e-07	0.0046783841096546	NA
interaction	581021	643390	1.80161385465466e-06	0.0103549406570512	NA
interaction	581021	3700151	1.84935024534649e-06	0.0106293099351951	NA
interaction	581021	1110862	1.29178506195398e-05	0.0742465297080134	NA
interaction	938834	367104	2.27906720693431e-05	0.13099147533898	NA
interaction	938834	4479888	2.4393579112264e-05	0.140204330394093	NA
interaction	938834	105725	1.91535091362411e-06	0.0110086548217671	NA
interaction	938834	4444095	-1.19226413080423e-05	0.0685264730292328	NA
interaction	938834	1136492	4.56398964993299e-06	0.0262319485734143	NA
interaction	938834	367517	-4.03915361035932e-07	0.00232154053611016	NA
interaction	938834	182497	-1.04345077991043e-06	0.00599732893739172	NA
interaction	938834	577562	9.73264078859382e-06	0.0559392444401482	NA
interaction	938834	180045	-1.00610553460922e-05	0.0578268371920699	NA
interaction	938834	4348111	9.61834825403272e-07	0.00552823376285879	NA
interaction	938834	3257594	4.33385771340031e-05	0.249092441881592	NA
interaction	938834	4257777	-3.42959535163917e-06	0.0197119134337083	NA
interaction	938834	340642	0	0	NA
interaction	938834	271563	4.22893264836973e-06	0.0243061777657836	NA
interaction	938834	368105	-3.97443245262954e-06	0.0228434145786062	NA
interaction	938834	536212	2.72821172055684e-06	0.0156806467674799	NA
interaction	938834	581021	-1.8056329054789e-05	0.103780405198076	NA
interaction	938834	938834	-5.47819928288395e-06	0.0314864521801966	NA
interaction	938834	1021808	-1.67316529157805e-06	0.00961667077490888	NA
interaction	938834	643390	-2.42940417795366e-07	0.00139632230456644	NA
interaction	938834	3700151	-4.63204513257066e-07	0.00266231036937413	NA
interaction	938834	1110862	9.68994729989075e-06	0.0556938597031134	NA
interaction	1021808	367104	1.70954524626599e-07	0.000982576789687347	NA
interaction	1021808	4479888	2.53756871289722e-05	0.145849086180996	NA
interaction	1021808	105725	-5.49739299933879e-07	0.00315967698236609	NA
interaction	1021808	4444095	-1.16498056629265e-06	0.0066958325167246	NA
interaction	1021808	1136492	-2.96062152492425e-06	0.0170164434067673	NA
interaction	1021808	367517	-1.77686648748287e-06	0.0102127028973781	NA
interaction	1021808	182497	-1.65791127219007e-06	0.00952899690121175	NA
interaction	1021808	577562	0	0	NA
interaction	1021808	180045	-7.32062807147362e-07	0.0042075980408678	NA
interaction	1021808	4348111	1.91965221676406e-05	0.110333769555623	NA
interaction	1021808	3257594	1.34448414642216e-06	0.00772754578600649	NA
